#languageTag	#level	#worksheet	#problemNo	#sequenceType	#voiceSource	#problemSentence	#exampleNumber1	#exampleNumber2	#exampleNumber3	#exampleNumber4	#exampleWord1	#exampleWord2	#exampleWord3	#exampleWord4	#rightFormula	#rightAnswer	#objectValueA	#objectValueB	#objectValueC	#objectValueD	#equationValueA	#equationValueB	#equationSign	#equationUnknown	#objectSourceA	#objectSourceB	#objectSourceC	#objectSourceD
en-US	12	1	1	4	en_uk_d4_03.m4a	×æçÚÙ ·ðUUU Âæâ 7 »ð¢Îð¢ ãñ¢Ð °ÜðÙ ·ðUUU Âæâ ×æçÚÙ ·UUUè ÌéÜÙæ ×ð¢ 6 ¥çÏ·UUUU »ð¢Îð¢ ãñ¢Ð °ÜðÙ ·ðUUU Âæâ ç·UUUUÌÙè »ð¢Îð¢ ãñ¢?	10	11	12	13	balls	balls	balls	balls	7 + 6 = <13>	4	7	13	0	0					wordwindow-stone-blue.png	wordwindow-stone-green.png		
en-US	12	1	2	4	en_uk_d4_08.m4a	ÕæòÕ ·ðUUU Âæâ 4 Âð¢çâÜ ãñ¢ ¥æñÚ ©â·UUUè ÕãÙ ·ðUUU Âæâ ©ââð 8 ¥çÏ·UUUU Âð¢çâÜ ãñ¢Ð ÕæòÕ ·UUUè ÕãÙ ·ðUUU Âæâ ç·UUUUÌÙè Âð¢çâÜ  ãñ¢?	4	8	12	16	pencils	pencils	pencils	pencils	4 + 8 = <12>	3	4	12	0	0					wordwindow-stone-yellow.png	wordwindow-stone-red.png		
en-US	12	1	3	4	en_uk_d4_07.m4a	·ðUUUÜè ·ðUUU ×é»ðü Ùð ·UUUUÜ 6 ¥¢Çð çÎ°Ð ¥æÁ, ©â·ðUUU ×é»ðü Ùð ·UUUUÜ ·UUUè ÌéÜÙæ ×ð¢ 5 ¥æñÚ ¥¢Çð çÎ°Ð ¥æÁ ©â·ðUUU ×é»ðü Ùð ç·UUUUÌÙð ¥¢Çð çÎ°?	10	11	12	13	eggs	eggs	eggs	eggs	6 + 5 = <11>	2	6	11	0	0					wordwindow-stone-red.png	wordwindow-stone-green.png		
en-US	12	1	4	4	en_uk_d4_05.m4a	Áñ·UUUUÕ ¥æñÚ ãðÙÚè °·UUUU ãè ç·UUUUÌæÕ ÂÉ¸ Úãð ÍðÐ ãðÙÚè Ùð Áñ·UUUUÕ âð 9 ¥çÏ·UUUU ÂëD ÂÉ¸ðÐ Áñ·UUUUÕ Ùð ÂéSÌ·UUUU ·ðUUU 11 ÂëD ÂÉ¸ðÐ ãðÙÚè Ùð ç·UUUUÌÙð ÂëD ÂÉ¸ð?	9	11	20	25	pages	pages	pages	pages	11 + 9 = <20>	3	20	11	0	0					wordwindow-stone-yellow.png	wordwindow-stone-green.png		
en-US	12	1	5	4	en_uk_d4_04.m4a	»ñÕè Ùð §ØæÙ ·UUUè ÌéÜÙæ ×ð¢ 4 ƒæ¢Åð ¥çÏ·UUUU ·UUUæ× ç·UUUUØæÐ §ØæÙ Ùð 8 ƒæ¢Åð ·UUUæ× ç·UUUUØæÐ »ñÕè Ùð ç·UUUUÌÙð ƒæ¢Åð ·UUUæ× ç·UUUUØæ?	4	8	12	16	hours	hours	hours	hours	8 + 4 = <12>	3	12	4	0	0					wordwindow-stone-yellow.png	wordwindow-stone-blue.png		
en-US	12	2	1	4	en_uk_d4_01.m4a	ÂæòÜ ·ðUUU Âæâ 7 ŒÜ× ãñ¢Ð ÂæòÜ ·UUUè ÌéÜÙæ ×ð¢ ÕýæØÙ ·ðUUU Âæâ 4 ¥æñÚ ŒÜ× ãñ¢Ð ÕýæØÙ ·ðUUU Âæâ ç·UUUUÌÙð ŒÜ× ãñ¢?	11	12	13	14	plums	plums	plums	plums	7 + 4 = <11>	1	7	11	0	0					wordwindow-stone-red.png	wordwindow-stone-yellow.png		
en-US	12	2	2	4	en_uk_d4_10.m4a	âñ¢Çè ·UUUè ©×ý 5 âæÜ ãñÐ ç×Øæ âñ¢Çè âð 7 âæÜ ÕÇ¸è ãñÐ ç×Øæ ç·UUUUÌÙè âæÜ ·UUUè ãñ?	11	12	13	14	years old	years old	years old	years old	5 + 7 = <12>	2	5	12	0	0					wordwindow-stone-blue.png	wordwindow-stone-yellow.png		
en-US	12	2	3	4	en_uk_d4_09.m4a	ÁÙßÚè ×ð¢ 8 çÎÙ ÕæçÚàæ ãé§üÐ ÁÙßÚè ·UUUè ÌéÜÙæ ×ð¢ ÈUUUUÚßÚè ×ð¢ 9 ¥æñÚ çÎÙô¢ Ì·UUUU ÕæçÚàæ ãé§üÐ ÈUUUUÚßÚè ×ð¢ ç·UUUUÌÙð çÎÙ ÕæçÚàæ ãé§ü?	15	16	17	18	days	days	days	days	8 + 9 = <17>	3	8	17	0	0					wordwindow-stone-blue.png	wordwindow-stone-red.png		
en-US	12	2	4	4	en_uk_d4_06.m4a	Çæç·UUUUØæ Ùð ·UUUUÜ ·UUUè ÌéÜÙæ ×ð¢ ¥æÁ 3 ¥æñÚ Â˜æ çßÌçÚÌ ç·UUUU°Ð ©âÙð ·UUUUÜ 8 Â˜æ çÎ°Ð ¥æÁ ©âÙð ç·UUUUÌÙð Â˜æ çßÌçÚÌ ç·UUUU°?	11	13	15	17	mails	mails	mails	mails	8 + 3 = <11>	1	11	8	0	0					wordwindow-stone-green.png	wordwindow-stone-red.png		
en-US	12	2	5	4	en_uk_d4_05.m4a	Áñ·UUUUÕ ¥æñÚ ãðÙÚè °·UUUU ãè ç·UUUUÌæÕ ÂÉ¸ Úãð ÍðÐ ãðÙÚè Ùð Áñ·UUUUÕ âð 9 ¥çÏ·UUUU ÂëD ÂÉ¸ðÐ Áñ·UUUUÕ Ùð ÂéSÌ·UUUU ·ðUUU 11 ÂëD ÂÉ¸ðÐ ãðÙÚè Ùð ç·UUUUÌÙð ÂëD ÂÉ¸ð?	9	11	20	25	pages	pages	pages	pages	11 + 9 = <20>	3	20	11	0	0					wordwindow-stone-yellow.png	wordwindow-stone-green.png		
en-US	12	3	1	4	en_uk_d4_02.m4a	Áñ·UUUè ·ðUUU Âæâ 9 Âð¢çâÜ ãñ¢Ð Áñ·UUUè ·ðUUU ×é·UUUæÕÜð °Ç× ·ðUUU Âæâ 5 ¥æñÚ Âð¢çâÜ ãñ¢Ð °Ç× ·ðUUU Âæâ ç·UUUUÌÙè Âð¢çâÜ ãñ¢?	12	13	14	15	pencils	pencils	pencils	pencils	9 + 5 = <14>	3	9	14	0	0					wordwindow-stone-red.png	wordwindow-stone-blue.png		
en-US	12	3	2	4	en_uk_d4_03.m4a	×æçÚÙ ·ðUUU Âæâ 7 »ð¢Îð¢ ãñ¢Ð °ÜðÙ ·ðUUU Âæâ ×æçÚÙ ·UUUè ÌéÜÙæ ×ð¢ 6 ¥çÏ·UUUU »ð¢Îð¢ ãñ¢Ð °ÜðÙ ·ðUUU Âæâ ç·UUUUÌÙè »ð¢Îð¢ ãñ¢?	10	11	12	13	balls	balls	balls	balls	7 + 6 = <13>	4	7	13	0	0					wordwindow-stone-blue.png	wordwindow-stone-green.png		
en-US	12	3	3	4	en_uk_d4_10.m4a	âñ¢Çè ·UUUè ©×ý 5 âæÜ ãñÐ ç×Øæ âñ¢Çè âð 7 âæÜ ÕÇ¸è ãñÐ ç×Øæ ç·UUUUÌÙè âæÜ ·UUUè ãñ?	11	12	13	14	years old	years old	years old	years old	5 + 7 = <12>	2	5	12	0	0					wordwindow-stone-blue.png	wordwindow-stone-yellow.png		
en-US	12	3	4	4	en_uk_d4_04.m4a	»ñÕè Ùð §ØæÙ ·UUUè ÌéÜÙæ ×ð¢ 4 ƒæ¢Åð ¥çÏ·UUUU ·UUUæ× ç·UUUUØæÐ §ØæÙ Ùð 8 ƒæ¢Åð ·UUUæ× ç·UUUUØæÐ »ñÕè Ùð ç·UUUUÌÙð ƒæ¢Åð ·UUUæ× ç·UUUUØæ?	4	8	12	16	hours	hours	hours	hours	8 + 4 = <12>	3	12	4	0	0					wordwindow-stone-yellow.png	wordwindow-stone-blue.png		
en-US	12	3	5	4	en_uk_d4_06.m4a	Çæç·UUUUØæ Ùð ·UUUUÜ ·UUUè ÌéÜÙæ ×ð¢ ¥æÁ 3 ¥æñÚ Â˜æ çßÌçÚÌ ç·UUUU°Ð ©âÙð ·UUUUÜ 8 Â˜æ çÎ°Ð ¥æÁ ©âÙð ç·UUUUÌÙð Â˜æ çßÌçÚÌ ç·UUUU°?	11	13	15	17	mails	mails	mails	mails	8 + 3 = <11>	1	11	8	0	0					wordwindow-stone-green.png	wordwindow-stone-red.png		
en-US	13	1	1	2	en_uk_b2_03.m4a	S·êUUUÜ Õâ ×ð¢ 10 Àæ˜æ ãñ¢Ð 3 Àæ˜æ Õâ âð ©ÌÚ »°Ð Õâ ×ð¢ ç·UUUUÌÙð Àæ˜æ Õ¿ð ãñ¢?	3	7	10	13	students	students	students	students	10 - 3 = <7>	2	10	3	0	0					wordwindow-stone-blue.png	wordwindow-stone-green.png		
en-US	13	1	2	2	en_uk_b2_07.m4a	çÙ·UUUU ·ðUUU Âæâ 13 â¢ÌÚð ãñ¢Ð ßã ©Ù×ð¢ âð 5 ¹æÌð ãñ¢Ð ©â·ðUUU Âæâ ç·UUUUÌÙð â¢ÌÚð ãñ¢?	5	8	11	13	oranges	oranges	oranges	oranges	13 - 5 = <8>	2	13	5	0	0					wordwindow-stone-red.png	wordwindow-stone-green.png		
en-US	13	1	3	2	en_uk_b2_02.m4a	âñ× ·UUUUô ãô×ß·üUUU ·ðUUU çÜ° 12 »ç‡æÌ ·UUUè â×SØæ°¢ ãñ¢Ð ©âÙð ©Ù×ð¢ âð 3 ·UUUæ ÁßæÕ çÎØæÐ âñ× Ùð ©}æÚ ÎðÙð ·ðUUU çÜ° ¥æñÚ ç·UUUUÌÙè »ç‡æÌ ·UUUè â×SØæ°¢ ÀôÇ¸è ãñ¢?	3	7	9	12	problems	problems	problems	problems	12 - 3 = <9>	3	12	3	0	0					wordwindow-stone-red.png	wordwindow-stone-blue.png		
en-US	13	1	4	2	en_uk_b2_06.m4a	Áôàæ ·ðUUU Âæâ 16 ×æÕüÜ ãñ¢ ¥æñÚ ©Ù×ð¢ âð 7 ·UUUUô ¹ô ÎðÌæ ãñÐ Áôàæ ·ðUUU Âæâ ¥Õ ç·UUUUÌÙð ×æÕüËâ ãñ¢?	6	7	8	9	marbles	marbles	marbles	marbles	16 - 7 = <9>	4	16	7	0	0					wordwindow-stone-green.png	wordwindow-stone-red.png		
en-US	13	1	5	2	en_uk_b2_01.m4a	ÙæçâÚ Ùð 17 Âóæô¢ ·UUUè °·UUUU ç·UUUUÌæÕ çÙ·UUUæÜèÐ ßã 9 Âóæð ÂÉ¸Ìæ ãñÐ ©â·ðUUU Âæâ ÂÉ¸Ùð ·ðUUU çÜ° ç·UUUUÌÙè Âóæð Õ¿è ãñ¢?	5	8	9	15	pages	pages	pages	pages	17 - 9 = <8>	2	17	9	0	0					wordwindow-stone-red.png	wordwindow-stone-yellow.png		
en-US	13	2	1	2	en_uk_b2_02.m4a	âñ× ·UUUUô ãô×ß·üUUU ·ðUUU çÜ° 12 »ç‡æÌ ·UUUè â×SØæ°¢ ãñ¢Ð ©âÙð ©Ù×ð¢ âð 3 ·UUUæ ÁßæÕ çÎØæÐ âñ× Ùð ©}æÚ ÎðÙð ·ðUUU çÜ° ¥æñÚ ç·UUUUÌÙè »ç‡æÌ ·UUUè â×SØæ°¢ ÀôÇ¸è ãñ¢?	3	7	9	12	problems	problems	problems	problems	12 - 3 = <9>	3	12	3	0	0					wordwindow-stone-red.png	wordwindow-stone-blue.png		
en-US	13	2	2	2	en_uk_b2_05.m4a	çÇ°»ô ·ðUUU  °·UUUU Åô·UUUUÚè ×ð¢ 11 ¥æ× ãñ¢Ð çÇ°»ô ¥ÂÙè ÕãÙ ·UUUUô 4 ¥æ× ÎðÌæ ãñÐ Åô·UUUUÚè ×ð¢ ç·UUUUÌÙð ¥æ× Õ¿ð ãñ¢?	5	7	9	11	mangos	mangos	mangos	mangos	11 - 4 = <7>	2	11	4	0	0					wordwindow-stone-yellow.png	wordwindow-stone-green.png		
en-US	13	2	3	2	en_uk_b2_07.m4a	çÙ·UUUU ·ðUUU Âæâ 13 â¢ÌÚð ãñ¢Ð ßã ©Ù×ð¢ âð 5 ¹æÌð ãñ¢Ð ©â·ðUUU Âæâ ç·UUUUÌÙð â¢ÌÚð ãñ¢?	5	8	11	13	oranges	oranges	oranges	oranges	13 - 5 = <8>	2	13	5	0	0					wordwindow-stone-red.png	wordwindow-stone-green.png		
en-US	13	2	4	2	en_uk_b2_10.m4a	âæÚæ ·ðUUU Õñ» ×ð¢ 14 Âð¢çâÜ ãñ¢Ð ©âÙð ¥ÂÙð ÎôSÌô¢ ·UUUUô ©Ù×ð¢ âð 7 ©ÏæÚ ÜðÙð çÎ°Ð âæÚæ ·ðUUU Âæâ ç·UUUUÌÙè Âð¢çâÜ Õ¿è ãñ¢?	4	7	10	14	pencils	pencils	pencils	pencils	14 - 7 = <7>	2	14	7	0	0					wordwindow-stone-blue.png	wordwindow-stone-yellow.png		
en-US	13	2	5	2	en_uk_b2_06.m4a	Áôàæ ·ðUUU Âæâ 16 ×æÕüÜ ãñ¢ ¥æñÚ ©Ù×ð¢ âð 7 ·UUUUô ¹ô ÎðÌæ ãñÐ Áôàæ ·ðUUU Âæâ ¥Õ ç·UUUUÌÙð ×æÕüËâ ãñ¢?	6	7	8	9	marbles	marbles	marbles	marbles	16 - 7 = <9>	4	16	7	0	0					wordwindow-stone-green.png	wordwindow-stone-red.png		
en-US	13	3	1	2	en_uk_b2_05.m4a	çÇ°»ô ·ðUUU  °·UUUU Åô·UUUUÚè ×ð¢ 11 ¥æ× ãñ¢Ð çÇ°»ô ¥ÂÙè ÕãÙ ·UUUUô 4 ¥æ× ÎðÌæ ãñÐ Åô·UUUUÚè ×ð¢ ç·UUUUÌÙð ¥æ× Õ¿ð ãñ¢?	5	7	9	11	mangos	mangos	mangos	mangos	11 - 4 = <7>	2	11	4	0	0					wordwindow-stone-yellow.png	wordwindow-stone-green.png		
en-US	13	3	2	2	en_uk_b2_03.m4a	S·êUUUÜ Õâ ×ð¢ 10 Àæ˜æ ãñ¢Ð 3 Àæ˜æ Õâ âð ©ÌÚ »°Ð Õâ ×ð¢ ç·UUUUÌÙð Àæ˜æ Õ¿ð ãñ¢?	3	7	10	13	students	students	students	students	10 - 3 = <7>	2	10	3	0	0					wordwindow-stone-blue.png	wordwindow-stone-green.png		
en-US	13	3	3	2	en_uk_b2_08.m4a	ÜèÙæ ·ðUUU Âæâ 12 ç·UUUUÌæÕð¢ ãñ¢Ð ßã ¥ÂÙè ·UUUUÿææ ·UUUè Üæ§ÕýðÚè ×ð¢ 8 ç·UUUUÌæÕð¢ ÎæÙ ·UUUUÚÌè ãñ¢Ð ÜèÙæ ·ðUUU Âæâ ¥Ö ç·UUUUÌÙè ç·UUUUÌæÕð¢ Õ¿è ãñ¢?	2	4	6	8	books	books	books	books	12 - 8 = <4>	2	12	8	0	0					wordwindow-stone-yellow.png	wordwindow-stone-red.png		
en-US	13	3	4	2	en_uk_b2_04.m4a	°·UUUU ÌæÜæÕ ×ð¢ 15 Õ}æ¹ ÌñÚ Úãè ãñ¢Ð 7 Õ}æ¹ ©Ç¸ ÁæÌè ãñ¢Ð ÌæÜæÕ ×ð¢ ¥Öè Öè ç·UUUUÌÙð ÕÌ¹ ÌñÚ Úãð ãñ¢?	5	7	8	10	ducks	ducks	ducks	ducks	15 - 7 = <8>	3	15	7	0	0					wordwindow-stone-yellow.png	wordwindow-stone-blue.png		
en-US	13	3	5	2	en_uk_b2_09.m4a	°·UUUU ¹çÜãæÙ ×ð¢ 18 ÖðÇ¸ð¢ ÚãÌè ãñ¢Ð 9 ÖðÇ¸ð¢ Õð¿è ÁæÌè ãñ¢Ð ¹çÜãæÙ ×ð¢ ç·UUUUÌÙè ÖðÇ¸ð¢ Õ¿è ãñ¢?	3	6	9	11	sheep	sheep	sheep	sheep	18 - 9 = <9>	3	18	9	0	0					wordwindow-stone-blue.png	wordwindow-stone-red.png		
en-US	14	1	1	4	en_uk_d2_01.m4a	ÕðÍ ·ðUUU Õ»è¿ð ×ð¢ 13 ÈêUUUÜ ãñ¢Ð ·ðUUUÅ ·ðUUU 8 ÈêUUUÜ ãñ¢Ð ÕðÍ ·ðUUU Âæâ ·ðUUUÅ ·UUUè ÌéÜÙæ ×ð¢ ç·UUUUÌÙð ¥çÏ·UUUU ÈêUUUÜ ãñ¢?	3	5	8	13	flowers	flowers	flowers	flowers	13 - 8 = <5>	2	13	8	0	0					wordwindow-stone-red.png	wordwindow-stone-yellow.png		
en-US	14	1	2	4	en_uk_d2_02.m4a	ÅèÙæ Ùð ÂéSÌ·UUUæÜØ âð 11 ç·UUUUÌæÕð¢ ©ÏæÚ Üè¢Ð ©â·ðUUU ÎôSÌ Ùð 5 ç·UUUUÌæÕð¢ ©ÏæÚ Üè¢Ð ÅèÙæ Ùð ¥ÂÙð ÎôSÌ âð ç·UUUUÌÙè ¥çÏ·UUUU ç·UUUUÌæÕð¢ ©ÏæÚ Üè¢?	5	6	8	11	books	books	books	books	11 - 5 = <6>	2	11	5	0	0					wordwindow-stone-red.png	wordwindow-stone-blue.png		
en-US	14	1	3	4	en_uk_d2_08.m4a	¥ÙðüSÅ 5 ÂðÂÚ ãßæ§ü ÁãæÁ ÕÙæÌæ ãñÐ çÙ·UUUUôÜ 14 ÂðÂÚ ãßæ§ü ÁãæÁ ÕÙæÌè ãñÐ çÙ·UUUUôÜ ·UUUè ÌéÜÙæ ×ð¢ ¥ÙðüSÅ ç·UUUUÌÙð ·UUUU× ãßæ§ü ÁãæÁ ÕÙæÌæ ãñ?	4	5	9	14	airplanes	airplanes	airplanes	airplanes	14 - 5 = <9>	3	5	14	0	0					wordwindow-stone-yellow.png	wordwindow-stone-red.png		
en-US	14	1	4	4	en_uk_d2_06.m4a	ÈýðUUUÇ 12 âæÜ ·UUUæ ãñÐ ©â·UUUæ Öæ§ü Åæò× 8 âæÜ ·UUUæ ãñÐ ÈýðUUUÇ ·UUUè ÌéÜÙæ ×ð¢ Åæò× ç·UUUUÌÙæ ÀôÅæ ãñ?	4	8	12	18	years	years	years	years	12 - 8  = <4>	1	12	8	0	0					wordwindow-stone-green.png	wordwindow-stone-red.png		
en-US	14	1	5	4	en_uk_d2_09.m4a	Õ‘¿ð ¥ÂÙè ·UUUUÿææ ·UUUUô âÁæÙð ·ðUUU çÜ° ç¿˜æ ÕÙæ Úãð ãñ¢Ð ÜÇ¸·ðUUU 11 ç¿˜æ ÕÙæÌð ãñ¢ ¥æñÚ ÜÇ¸ç·UUUUØæ¢ 20 ç¿˜æ ÕÙÌè ãñ¢Ð ÜÇ¸·UUUUô¢ ·UUUè ÌéÜÙæ ×ð¢ ÜÇ¸ç·UUUUØæ¢ ç·UUUUÌÙð ’ØæÎæ ç¿˜æ ÕÙÌè ãñ¢?	9	11	15	20	pictures	pictures	pictures	pictures	20 - 11 = <9>	1	11	20	0	0					wordwindow-stone-blue.png	wordwindow-stone-red.png		
en-US	14	2	1	4	en_uk_d2_04.m4a	¥óææ Ùð 12 ÂõÏð ¹ÚèÎðÐ ©â·UUUè ÕãÙ Ùð 7 ÂõÏð ¹ÚèÎðÐ ¥óææ Ùð ¥ÂÙè ÕãÙ âð ç·UUUUÌÙð ¥çÏ·UUUU ÂõÏð ¹ÚèÎð?	3	5	7	12	plants	plants	plants	plants	12 - 7 = <5>	2	12	7	0	0					wordwindow-stone-yellow.png	wordwindow-stone-blue.png		
en-US	14	2	2	4	en_uk_d2_10.m4a	×æ¿ü ×ð¢ 15 çÎÙ ÕæçÚàæ ãé§üÐ ¥ÂýñÜ ×ð¢ 8 çÎÙ ÕæçÚàæ ãé§üÐ ×æ¿ü ×ð¢ ¥ÂýñÜ ·UUUè ÌéÜÙæ ×ð¢ ç·UUUUÌÙð çÎÙ ¥çÏ·UUUU ÕæçÚàæ ãé§ü?	5	7	8	15	days	days	days	days	15 - 8 = <7>	2	15	8	0	0					wordwindow-stone-blue.png	wordwindow-stone-yellow.png		
en-US	14	2	3	4	en_uk_d2_06.m4a	ÈýðUUUÇ 12 âæÜ ·UUUæ ãñÐ ©â·UUUæ Öæ§ü Åæò× 8 âæÜ ·UUUæ ãñÐ ÈýðUUUÇ ·UUUè ÌéÜÙæ ×ð¢ Åæò× ç·UUUUÌÙæ ÀôÅæ ãñ?	4	8	12	18	years	years	years	years	12 - 8  = <4>	1	12	8	0	0					wordwindow-stone-green.png	wordwindow-stone-red.png		
en-US	14	2	4	4	en_uk_d2_07.m4a	ÁðÙ 15 ·éUUU·UUUèÁ¸ ¥æñÚ 7 ·ðUUU·UUUU Õð·UUUU ·UUUUÚÌè ãñÐ ·éUUU·UUUèÁ¸ ·UUUè ÌéÜÙæ ×ð¢ ©âÙð ç·UUUUÌÙð ·UUUU× ·ðUUU·UUUU Õð·UUUU ç·UUUU°?	7	8	9	10	cakes	cakes	cakes	cakes	15 - 7 = <8>	2	15	7	0	0					wordwindow-stone-red.png	wordwindow-stone-green.png		
en-US	14	2	5	4	en_uk_d2_05.m4a	°·UUUU ·UUUUÿææ ×ð¢ 13 ÜÇ¸ç·UUUUØæ¢ ¥æñÚ 18 ÜÇ¸·ðUUU ãñ¢Ð ÜÇ¸ç·UUUUØô¢ ·UUUè ÌéÜÙæ ×ð¢ ç·UUUUÌÙð ¥çÏ·UUUU ÜÇ¸·ðUUU ãñ¢?	5	10	13	18	boys	boys	boys	boys	18 - 13 = <5>	1	13	18	0	0					wordwindow-stone-yellow.png	wordwindow-stone-green.png		
en-US	14	3	1	4	en_uk_d2_10.m4a	×æ¿ü ×ð¢ 15 çÎÙ ÕæçÚàæ ãé§üÐ ¥ÂýñÜ ×ð¢ 8 çÎÙ ÕæçÚàæ ãé§üÐ ×æ¿ü ×ð¢ ¥ÂýñÜ ·UUUè ÌéÜÙæ ×ð¢ ç·UUUUÌÙð çÎÙ ¥çÏ·UUUU ÕæçÚàæ ãé§ü?	5	7	8	15	days	days	days	days	15 - 8 = <7>	2	15	8	0	0					wordwindow-stone-blue.png	wordwindow-stone-yellow.png		
en-US	14	3	2	4	en_uk_d2_01.m4a	ÕðÍ ·ðUUU Õ»è¿ð ×ð¢ 13 ÈêUUUÜ ãñ¢Ð ·ðUUUÅ ·ðUUU 8 ÈêUUUÜ ãñ¢Ð ÕðÍ ·ðUUU Âæâ ·ðUUUÅ ·UUUè ÌéÜÙæ ×ð¢ ç·UUUUÌÙð ¥çÏ·UUUU ÈêUUUÜ ãñ¢?	3	5	8	13	flowers	flowers	flowers	flowers	13 - 8 = <5>	2	13	8	0	0					wordwindow-stone-red.png	wordwindow-stone-yellow.png		
en-US	14	3	3	4	en_uk_d2_07.m4a	ÁðÙ 15 ·éUUU·UUUèÁ¸ ¥æñÚ 7 ·ðUUU·UUUU Õð·UUUU ·UUUUÚÌè ãñÐ ·éUUU·UUUèÁ¸ ·UUUè ÌéÜÙæ ×ð¢ ©âÙð ç·UUUUÌÙð ·UUUU× ·ðUUU·UUUU Õð·UUUU ç·UUUU°?	7	8	9	10	cakes	cakes	cakes	cakes	15 - 7 = <8>	2	15	7	0	0					wordwindow-stone-red.png	wordwindow-stone-green.png		
en-US	14	3	4	4	en_uk_d2_08.m4a	¥ÙðüSÅ 5 ÂðÂÚ ãßæ§ü ÁãæÁ ÕÙæÌæ ãñÐ çÙ·UUUUôÜ 14 ÂðÂÚ ãßæ§ü ÁãæÁ ÕÙæÌè ãñÐ çÙ·UUUUôÜ ·UUUè ÌéÜÙæ ×ð¢ ¥ÙðüSÅ ç·UUUUÌÙð ·UUUU× ãßæ§ü ÁãæÁ ÕÙæÌæ ãñ?	4	5	9	14	airplanes	airplanes	airplanes	airplanes	14 - 5 = <9>	3	5	14	0	0					wordwindow-stone-yellow.png	wordwindow-stone-red.png		
en-US	14	3	5	4	en_uk_d2_03.m4a	çâÇÙè ·UUUUô â×é¼ý ÌÅ ÂÚ 20 àæ¢¹ ç×ÜðÐ Ùô¥æ ·UUUUô 6 àæ¢¹ ç×ÜðÐ Ùô¥æ ·UUUè ÌéÜÙæ ×ð¢ çâÇÙè ·UUUUô ç·UUUUÌÙð ¥æñÚ àæ¢¹ ç×Üð?	6	10	14	20	seashells	seashells	seashells	seashells	20 - 6 = <14>	3	20	6	0	0					wordwindow-stone-blue.png	wordwindow-stone-green.png		
en-US	15	1	1	5	en_uk_c2_07.m4a	âéŸæè ãóææã ¥ÂÙð 11 Àæ˜æô¢ ·ðUUU âæÍ Üé·UUUæ-çÀÂè ·UUUæ ¹ðÜ ¹ðÜ Úãè ãñÐ ©âð 3 Àæ˜æ ç×ÜðÐ ç·UUUUÌÙð Àæ˜æ ¥Öè Öè çÀÂð ãé° ãñ¢?	3	5	8	11	students	students	students	students	11 = 3 + <8>	3	3	8	0	0					wordwindow-stone-red.png	wordwindow-stone-green.png		
en-US	15	1	2	5	en_uk_c2_01.m4a	°·UUUU ·UUUUÿææ ×ð¢ 15 Àæ˜æ ãñ¢Ð 9 Àæ˜æ Ü¢Õè Âñ¢Å ÂãÙð ãé° ãñ¢Ð Õæ·UUUè Ùð àææòÅü Âñ¢Å ÂãÙè ãé§ü ãñÐ ç·UUUUÌÙð Àæ˜æ Ùð àææòÅü Âñ¢Å ÂãÙð ãñ¢?	3	6	9	15	students	students	students	students	15 = 9 + <6>	2	9	6	0	0					wordwindow-stone-red.png	wordwindow-stone-yellow.png		
en-US	15	1	3	5	en_uk_c2_02.m4a	ÕýñÇ ·ðUUU Âæâ 17 »éyÕæÚð ãñ¢Ð 8 »éyÕæÚð ÜæÜ ¥æñÚ Õæ·UUUè ãÚð ãñ¢Ð ç·UUUUÌÙð »éyÕæÚð ãÚð ãñ¢?	7	8	9	10	balloons	balloons	balloons	balloons	17 = 8 + <9>	3	8	9	0	0					wordwindow-stone-red.png	wordwindow-stone-green.png		
en-US	15	1	4	5	en_uk_c2_03.m4a	Üñ·UUUè ¥æñÚ ·ð¢UUU¼ý Ùð 14 Áé»Ùé¥ô¢ ·UUUUô Â·UUUUÇ¸æÐ Üñ·UUUè Ùð 5 Áé»Ùé¥ô¢ ·UUUUô Â·UUUUÇ¸æÐ ·ð¢UUU¼ý Ùð ç·UUUUÌÙð Áé»Ùé¥ô¢ ·UUUUô Â·UUUUÇ¸æ?	6	9	12	14	fireflies	fireflies	fireflies	fireflies	14 = 5 + <9>	2	5	9	0	0					wordwindow-stone-blue.png	wordwindow-stone-green.png		
en-US	15	1	5	5	en_uk_c2_05.m4a	âéŸæè ÇæòâÙ ·UUUè ·UUUUÿææ ×ð¢ 12 Àæ˜æ ãñ¢Ð ·éUUUÀ Àæ˜æ ¥ÙéÂçSÍÌ ãñ¢ ¥æñÚ 7 Àæ˜æ ©ÂçSÍÌ ãñ¢Ð ç·UUUUÌÙð Àæ˜æ ¥ÙéÂçSÍÌ ãñ¢?	5	7	9	12	students	students	students	students	12 = <5> + 7	1	5	7	0	0					wordwindow-stone-yellow.png	wordwindow-stone-green.png		
en-US	15	2	1	5	en_uk_c2_09.m4a	ÅðçÙâ Åè× ×ð¢ 12 ç¹ÜæÇ¸è ãñ¢Ð ç¹ÜæÇ¸çØô¢ ×ð¢ âð 6 ÜÇ¸ç·UUUUØæ¢ ãñ¢Ð ·éUUUÀ ÜÇ¸·ðUUU ãñ¢Ð ç·UUUUÌÙð ÅðçÙâ ç¹ÜæÇ¸è ÜÇ¸·ðUUU ãñ¢?	2	6	10	12	boys	boys	boys	boys	12 = 6 + <6>	2	6	6	0	0					wordwindow-stone-blue.png	wordwindow-stone-red.png		
